x,y,z
1.4089821405844485, 3.0394262852203244, 0.0
1.4089821405844485, 3.039426285220325, 0.0
1.4089821405844485, 3.039426285220325, 0.0
1.408982140584449, 3.039426285220325, 0.0
1.4089821405844485, 3.039426285220325, 0.0
1.4089821405844485, 3.039426285220325, 0.0
1.4089821405844485, 3.039426285220325, 0.0
1.4089821405844485, 3.039426285220325, 0.0
1.408982140584449, 3.039426285220325, 0.0
1.4089821405844485, 3.039426285220325, 0.0
1.4089821405844485, 3.039426285220325, 0.0
1.4089821405844485, 3.039426285220325, 0.0
1.4089821405844485, 3.039426285220325, 0.0
1.4089821405844485, 3.039426285220325, 0.0
1.4287941154720258, 3.080016007697027, 0.0
1.4734976644978863, 3.1549868562865506, 0.0
1.5185591708481023, 3.2154242743040307, 0.0
1.5166401275449526, 3.2313629508573833, 2.775557561562892e-17
1.5457369013834434, 3.268148198598677, 2.775557561562892e-17
1.562389544603539, 3.2906043583348845, 2.775557561562892e-17
1.5886600120427172, 3.3244823217270514, 2.775557561562892e-17
1.6146040051448363, 3.3544174462154315, 2.775557561562892e-17
1.6422543986335256, 3.385504677590645, 2.775557561562892e-17
1.6218836444841085, 3.3852482762386047, 0.0
1.6219247573447937, 3.385300209623569, 0.0
1.6217721805340772, 3.3851078411584075, 0.0
1.621539815474071, 3.3848451333254665, 0.0
1.6214534763533963, 3.384744676981534, 0.0
1.6215368998034467, 3.3848476047608327, 0.0
1.6523849848998609, 3.4219368102945045, 0.0
1.6667117535643694, 3.4387130441511635, 0.0
1.6988725626501417, 3.47745178552382, 0.0
1.7428665391990257, 3.530558034069931, 0.0
1.74089275618818, 3.5544494865012806, 0.0
1.740889520135808, 3.554452154556831, 0.0
1.7408028106353062, 3.5543520139389098, 0.0
1.7666552936362228, 3.5877052056793337, 0.0
1.811455003439623, 3.6498153380818508, 0.0
1.825111254233394, 3.6696908791879688, 0.0
1.8253138010358392, 3.6699529847101844, 0.0
1.8253987426796963, 3.670054679264323, 0.0
1.8589291827280559, 3.7062650366401924, 0.0
1.8638225255600893, 3.744376067910762, 0.0
1.863822338828941, 3.7443762307802664, 0.0
1.892955684796706, 3.7788177135087686, 0.0
1.9145149528531553, 3.8070304330069225, 0.0
1.9423258988053151, 3.8424627749540745, 0.0
1.9866182432464023, 3.9094678720978653, 0.0
1.9858543613199122, 3.9486709425037683, 0.0
1.9861976416556222, 3.949218040453622, 0.0
1.9861687774048509, 3.9491775548558423, 0.0
1.9862934383709263, 3.949347801208786, 0.0
1.9862099931539412, 3.9492448798192905, 0.0
1.9862528261375132, 3.949295392530047, 0.0
1.9861648221102937, 3.949196343323319, 0.0
1.9859357284056955, 3.9489570779498915, 0.0
2.0180602449520144, 3.9839376841717637, 0.0
2.0403966205154678, 4.011196874817006, 0.0
2.0407044507137186, 4.011543620465796, 0.0
2.040612570266626, 4.011448146847318, 0.0
2.0722529046202096, 4.046153226433091, 0.0
2.094190890096852, 4.073139216732734, 0.0
2.093939609653186, 4.0728313105630285, 0.0
2.0940270001146906, 4.072930894692598, 0.0
2.0941606024903368, 4.073078028054231, 0.0
2.0943437372285674, 4.073269549833654, 0.0
2.094480147951485, 4.073414166190876, 0.0
2.094576200822827, 4.073505452842842, 0.0
2.0945733568140725, 4.073508654557702, 0.0
2.0946720543363972, 4.073597244612269, 0.0
2.0947739852360625, 4.073682229591299, 0.0
2.0946122674296572, 4.073582195870042, 0.0
2.0984900448583685, 4.068998329616309, 0.0
2.0982665940542273, 4.068883362108342, 0.0
2.09813537072523, 4.068818849599227, 0.0
2.0979558417668054, 4.068733583830517, 0.0
2.098198819239988, 4.068839353236796, 0.0
2.098260225853213, 4.068864159427333, 0.0
2.09838365598769, 4.068912341472015, 0.0
2.098572086986962, 4.068975676759322, 0.0
2.0988927721631554, 4.069058594469684, 0.0
2.099088053775658, 4.069095282021964, 0.0
2.099022374477408, 4.069086900313448, 0.0
2.0987585057618237, 4.069062500850422, 0.0
2.098798688727257, 4.069065927368123, 0.0
2.076555515012249, 4.097053989877337, 0.0
2.0766217107849667, 4.097056602431231, 0.0
2.076290457196207, 4.097055588124715, 0.0
2.076224262335966, 4.097058195121008, 0.0
2.0759596216978133, 4.0970718930981285, 0.0
