x,y,z
-0.025467049212488282, 0.0014757601206996929, -2.775557561562892e-17
-0.02546704921248831, 0.0014757601206996512, -2.775557561562892e-17
-0.025467049212488282, 0.0014757601206996929, -2.775557561562892e-17
-0.02546704921248831, 0.0014757601206996512, -2.775557561562892e-17
-0.025467049212488296, 0.001475760120699679, -2.775557561562892e-17
-0.025467049212488282, 0.0014757601206996651, -2.775557561562892e-17
-0.025467049212488282, 0.0014757601206997067, -2.775557561562892e-17
-0.02546704921248831, 0.0014757601206996512, -2.775557561562892e-17
-0.025467049212488282, 0.0014757601206996929, -2.775557561562892e-17
-0.02546704921248831, 0.0014757601206996512, -2.775557561562892e-17
-0.025467049212488296, 0.001475760120699679, -2.775557561562892e-17
-0.025467049212488282, 0.0014757601206996929, -2.775557561562892e-17
-0.025467049212488296, 0.0014757601206996651, -2.775557561562892e-17
-0.025467049212488296, 0.0014757601206996651, -2.775557561562892e-17
-0.025467049212488296, 0.001475760120699679, -2.775557561562892e-17
-0.025467049212488296, 0.001475760120699679, -2.775557561562892e-17
-0.025467049212488296, 0.001475760120699679, -2.775557561562892e-17
-0.025467049212488296, 0.001475760120699679, -2.775557561562892e-17
-0.02546704921248831, 0.0014757601206996651, -2.775557561562892e-17
-0.01585546383265618, 0.0011173958903076264, -2.775557561562892e-17
0.020868458777883347, 0.049232216568224976, 0.0
0.10599149962869367, 0.11853885636481604, 0.0
0.14003380232868098, 0.1786367822596462, 0.0
0.17099536005970079, 0.24417644013737103, 0.0
0.22735291561032367, 0.33248783713364516, 2.775557561562892e-17
0.2554806931723861, 0.40007319213340675, 2.775557561562892e-17
0.2818856960223143, 0.4667859130377132, 2.775557561562892e-17
0.32089902976892687, 0.5636345463914132, 0.0
0.34691308420531575, 0.630500986073459, 0.0
0.37226050272437183, 0.6967726449309803, 0.0
0.4224476696275409, 0.800151092052561, 0.0
0.4472589735490785, 0.8663205375777558, 0.0
0.4727020936452847, 0.9352126464506316, 0.0
0.5305179783181901, 1.0423057350683793, 0.0
0.5552875622303942, 1.1094972504563065, 0.0
0.5799628972688646, 1.1777858488061672, 0.0
0.5945685023985154, 1.283031899034669, -2.775557561562892e-17
0.6178110325077161, 1.3499304443879792, -2.775557561562892e-17
0.6421921896082133, 1.4181262162155799, -2.775557561562892e-17
0.6889539865174134, 1.550188174315444, -2.775557561562892e-17
0.7146729354217556, 1.6190994463565924, -2.775557561562892e-17
0.7398866529091801, 1.6856537832711258, -2.775557561562892e-17
0.7579947505159246, 1.7675989492431639, 2.775557561562892e-17
0.7838865719568775, 1.8341660735210035, 2.775557561562892e-17
0.810407335965665, 1.9019728255461652, 2.775557561562892e-17
0.833786727016151, 2.014987917407319, 0.0
0.8602685741063133, 2.0803143288189134, 0.0
0.8880166016557806, 2.147699807381056, 0.0
0.9318229142611164, 2.2290608961024114, 2.775557561562892e-17
0.9596165395350699, 2.296503711654296, 2.775557561562892e-17
0.9871113422115829, 2.3630154336626936, 2.775557561562892e-17
1.0164220670029325, 2.4446375820767807, 0.0
1.042822974280937, 2.51006822780347, 0.0
1.070855707551419, 2.5779093946908813, 0.0
1.1006773041809013, 2.6659619890421373, -2.775557561562892e-17
1.1293512347976398, 2.7326702975790598, -2.775557561562892e-17
1.157729943124604, 2.7977243751574896, -2.775557561562892e-17
1.1869238827688335, 2.8829895696377434, 0.0
1.2170985316496419, 2.948761319965434, 0.0
1.2476437251101282, 3.013626603812831, 0.0
1.2781952354454118, 3.079813194555775, 0.0
1.3096600739230655, 3.1457057921733464, 0.0
1.3401480837873263, 3.2086129884509265, 0.0
1.3826571250814248, 3.2709121307289797, 0.0
1.4156542199281639, 3.3367790193744558, 0.0
1.4477288314651817, 3.400291976631117, 0.0
1.4726463123099591, 3.461423187832734, -2.775557561562892e-17
1.507275719153011, 3.5268857195526944, -2.775557561562892e-17
1.5417180819061047, 3.5903429056004956, -2.775557561562892e-17
1.5630140347255461, 3.6678694211654777, 0.0
1.5995949054290652, 3.729513291873956, 0.0
1.6372934690837886, 3.7901693204809357, 0.0
1.66576678715264, 3.8637241714497272, 0.0
1.7068309569614502, 3.924100459593101, 0.0
1.7487273508917793, 3.981703189678454, 0.0
1.8018548760088262, 4.047246089488947, 0.0
1.8479302990649504, 4.104400861728173, 0.0
1.8955178701680242, 4.159869455191781, 0.0
1.9308500885316378, 4.197305875062603, 2.775557561562892e-17
1.9821233932819866, 4.2485697160478475, 2.775557561562892e-17
2.035313742709315, 4.297401069423412, 2.775557561562892e-17
2.0902594943919306, 4.343221174071978, 2.775557561562892e-17
2.1490863490625136, 4.382184703997405, 2.775557561562892e-17
2.207621497803137, 4.421941670489256, 2.775557561562892e-17
2.269631687677159, 4.459959824922468, 2.775557561562892e-17
2.332305836036217, 4.4942245419029225, 2.775557561562892e-17
2.3717406729400974, 4.5465527540124935, 0.0
2.437862761609054, 4.57499919717615, 0.0
2.506210626369372, 4.600920172039244, 0.0
2.5863156360642794, 4.6187546504646155, 0.0
2.615353646526201, 4.626880630131699, 0.0
2.615417562384421, 4.626898072468399, 0.0
2.615481470623911, 4.626915512724889, 0.0
