x,y,z
0.0172650086766597, 0.012107971609670976, -2.7755575615628914e-17
0.08660148641866039, 0.047233870822145474, -2.7755575615628914e-17
0.13301167607661912, 0.1239620388622848, 0.0
0.15226116316478633, 0.191808231357654, 0.0
0.16661212055839592, 0.2613549356635475, 0.0
0.1914998756822195, 0.3069539458217455, 0.0
0.20199863278185726, 0.3805300589812698, 0.0
0.2088659627053382, 0.45134917314058043, 0.0
0.21499990264752122, 0.5233669895476769, 0.0
0.25868308935072015, 0.5565956755590896, -2.7755575615628914e-17
0.26228174753734845, 0.6280359508162, -2.7755575615628914e-17
0.2622300377836292, 0.6987351991805683, -2.7755575615628914e-17
0.2619604783210092, 0.7682582246599466, -2.7755575615628914e-17
0.29604053286343146, 0.8351738075053236, 0.0
0.3006815633039499, 0.9049826869804024, 0.0
0.3062873858307764, 0.9766567644667857, 0.0
0.3151100656512804, 1.0473765403579192, 0.0
0.3989668923015238, 1.0843094753877844, 0.0
0.41231701504103324, 1.1535691468845801, 0.0
0.42308200594054846, 1.2233659249077302, 0.0
0.4368224994739496, 1.291939759689789, 0.0
0.49355836057992075, 1.2996585601942998, 0.0
0.5110287829076493, 1.370616571414327, 0.0
0.49502317006580965, 1.4299666322590183, -2.7755575615628914e-17
0.4754348994577038, 1.4960218251570527, -2.7755575615628914e-17
0.4555326397408641, 1.564469432766519, -2.7755575615628914e-17
0.4497557672199477, 1.6010384000751308, -2.7755575615628914e-17
0.4422712959275156, 1.67181033383538, -2.7755575615628914e-17
0.44094005306990036, 1.7438969626217213, -2.7755575615628914e-17
0.44573114261215796, 1.815720506149522, -2.7755575615628914e-17
0.5032004067687571, 1.8389235323522923, -2.7755575615628914e-17
0.517800934524206, 1.9091985414146073, -2.7755575615628914e-17
0.5331384586157487, 1.9791654568898887, -2.7755575615628914e-17
0.5516794022900511, 2.048311384506568, -2.7755575615628914e-17
0.6516504156628211, 2.0529784003224827, 0.0
0.6735443977926432, 2.1189433884835323, 0.0
0.6950171184323338, 2.188028215531411, 0.0
0.8171208320409973, 2.2148232803981123, 0.0
0.8396557017484154, 2.2794343528980385, 0.0
0.8614126521298953, 2.3442784411956206, 0.0
0.988117837909041, 2.3436500074013913, 0.0
1.0880202876812253, 2.325360585615675, 0.0
1.1570597626228611, 2.3325833595398824, 0.0
1.228769830855306, 2.3511985016514036, 0.0
1.3270446376661995, 2.36737668350504, 0.0
1.3889069648367423, 2.401283532299793, 0.0
1.448739356060137, 2.4427011800042617, 0.0
1.4721703142885059, 2.4713712488554695, 2.7755575615628914e-17
1.5265431461366639, 2.5182530308695528, 2.7755575615628914e-17
1.523398078480964, 2.5719764485950964, 0.0
1.5741774264101802, 2.6213383574401683, 0.0
1.6288648181025933, 2.6687762315751735, 0.0
1.700081604024837, 2.6726025450913324, 2.7755575615628914e-17
1.7616879331549586, 2.7094630129873756, 2.7755575615628914e-17
1.8255663470047074, 2.7404580773309366, 2.7755575615628914e-17
1.929174024569218, 2.736326183335894, 0.0
1.9977456076445352, 2.755242600277695, 0.0
2.0697321745631, 2.768407983210796, 0.0
2.205649563231339, 2.7591388374939645, 0.0
2.276637678882024, 2.7582587910421115, 0.0
2.3053725093885973, 2.7560781117526103, 0.0
2.3053725093885973, 2.7560781117526103, 0.0
2.3053725093885973, 2.7560781117526103, 0.0
2.3053725093885973, 2.7560781117526103, 0.0
2.3053725093885973, 2.7560781117526103, 0.0
2.3053725093885973, 2.7560781117526103, 0.0
2.3053725093885973, 2.7560781117526103, 0.0
2.3053725093885973, 2.7560781117526103, 0.0
2.3053725093885973, 2.7560781117526103, 0.0
2.3053725093885973, 2.7560781117526103, 0.0
2.3053725093885973, 2.7560781117526103, 0.0
2.3053725093885973, 2.7560781117526103, 0.0
