x,y
-0.0197330046134,-0.102023273
0.0212717831401,-0.069840417
0.0453259609696,-0.045309823
0.0694738356124,-0.016740455
0.093380715521,	0.01523316
0.117541937878,	0.051075897
0.127143400538,	0.066260611
0.134851382128,	0.078825328
0.138929323688,	0.085605317
0.141334457207,	0.0896466
0.14384763394,	0.093902869
0.14493668515,	0.095757826
0.144726830416,	0.09539989
0.143605897735,	0.093491989
0.141216635752,	0.089447897
0.137946977588,	0.083963755
0.132898877637,	0.075611416
0.138143921588,	0.084292439
0.14184950744,	0.090516102
0.145043802355,	0.09594062
0.146868098479,	0.099063192
0.146357138572,	0.098186809
0.144687964587,	0.095333624
0.149064939308,	0.102846998
0.152488826051,	0.108795265
0.154980787518,	0.113163323
0.156403697681,	0.115672058
0.163484950632,	0.1283131
0.171343353403,	0.142641477
0.178677222647,	0.15629271
0.183185370172,	0.164815652
0.19538133329,	0.188364055
0.207494402235,	0.212444025
0.221472732512,	0.241058901
0.236884203832,	0.273594953
0.253766892448,	0.310373325
0.271787254784,	0.350876593
0.291356533318,	0.396239103
0.310958513068,	0.443029706
0.330477756333,	0.490881861
0.347296904279,	0.533058281
0.364957342982,	0.57822423
0.386495248008,	0.634441793
0.402985154088,	0.678265135
0.42232743843,	0.730465038
0.440948223992,	0.781465479
0.45868757053,	0.830675334
0.475982237498,	0.879185652
0.489658073901,	0.917886621
0.506121021739,	0.96483873
0.520785161927,	1.006965086
0.530186115575,	1.034109168
0.543253083014,	1.072001318
0.553970719237,	1.10321037
0.559995037583,	1.120799914
0.568769367717,	1.146474991
0.57621702315,	1.168316663
0.581136075699,	1.182765517
0.586824778455,	1.199496263
0.594596405841,	1.222387213
0.599841449792,	1.237856927
0.603161174535,	1.247656139
0.606928491857,	1.258783683
0.609846883201,	1.267408709
0.612726672665,	1.275923697
0.615392290028,	1.283808845
0.61806370293,	1.291714297
0.621533901416,	1.30198807
0.62509092785,	1.312523878
0.628364340849,	1.3222238
0.631122581699,	1.330400052
0.633834510805,	1.33844146
0.636961278712,	1.347715763
0.640034025012,	1.356832567
0.642940825279,	1.365459319
0.645865012162,	1.374139758
0.649065102615,	1.383641407
0.652251687666,	1.393105012
0.655420886103,	1.402518794
0.658526438745,	1.411745064
0.661645496788,	1.421012786
0.664940125052,	1.430803401
0.668227043454,	1.440572115
0.671461854573,	1.450186718
0.674715966633,	1.459859213
0.677929562488,	1.469411571
0.6813110187,	1.479462964
0.684694389238,	1.489519873
0.688048834648,	1.499490384
0.69141098992,	1.509483146
0.694871564217,	1.519767469
0.698335967165,	1.530061942
0.701765649446,	1.540251771
0.705214632667,	1.550497214
0.708642400623,	1.560677662
0.708644856227,	1.560684954
0.70747373059,	1.557206956
0.707250370454,	1.556543595
0.708536259713,	1.560362456
0.710696329115,	1.566776769
0.713769075415,	1.575899637
0.720040267079,	1.59451193
0.72572705551,	1.611381033
0.731220939667,	1.627668951
0.740151433957,	1.654124172
0.747340677559,	1.675399582
0.754196272457,	1.695667539
0.760712423114,	1.714912116
0.769326707877,	1.740320929
0.777069410134,	1.763124882
0.782071409419,	1.777838526
0.79178469138,	1.806366735
0.800346921425,	1.831463069
0.806791716423,	1.850319439
0.81300505783,	1.868469876
0.819976353243,	1.888799407
0.826097123726,	1.906616878
0.831120338276,	1.921216388
0.83874154448,	1.943325756
0.844939466161,	1.961268506
0.848328632237,	1.971065327
0.850562024185,	1.977515449
0.856902657183,	1.995801931
0.861788903391,	2.009867671
0.865230176748,	2.019759839
0.868302923048,	2.028582703
0.869662134854,	2.03248242
0.878937763799,	2.05904467
0.886327568975,	2.080142071
-0.0197330046134,	-0.102023273
0.0101398683444,	-0.079808
0.0341596934438,	-0.057197365
0.0582463622404,	-0.030501902
0.0819140566154,	-0.000548122
0.1057386731,	0.03313523
0.128887112266,	0.069074097
0.152472438092,	0.108766647
0.175963909418,	0.151211082
0.185991434018,	0.170170594
0.196664725385,	0.190883108
0.209569838254,	0.216637359
0.21861023752,	0.235128541
0.226329810186,	0.251203218
0.228935610405,	0.256687549
0.236346630846,	0.2724431
0.242098979397,	0.284830925
0.246537685588,	0.294482871
0.253111686502,	0.308924508
0.25896048719,	0.321917589
0.263927765807,	0.333057376
0.267635265985,	0.341433863
0.270760119566,	0.34853456
0.272491792204,	0.352485341
0.275888668143,	0.360267807
0.280773000026,	0.37153291
0.286833953365,	0.385632519
0.292325923197,	0.398521977
0.299625071774,	0.415816387
0.307662820855,	0.435071844
0.315052626031,	0.452965282
0.323271635746,	0.473074833
0.332200215711,	0.495162049
0.341115290274,	0.517459134
0.350124850086,	0.540231537
0.359236605011,	0.563498499
0.368959511161,	0.588578896
0.379085349661,	0.61496583
0.389220812349,	0.64164001
0.399768831576,	0.669666811
0.410977984734,	0.699735297
0.424368661313,	0.73602114
0.436439352291,	0.769052337
0.448126516984,	0.801308282
0.463066087681,	0.842908884
0.476913402842,	0.88181151
0.489269306205,	0.916782535
0.500599902854,	0.949050486
0.513934696063,	0.98725164
0.524902929129,	1.018841988
0.53858838972,	1.058453677
0.54981104828,	1.091084555
0.558461968036,	1.11632065
0.568784434335,	1.146519133
0.57677783856,	1.16996307
0.58367006845,	1.190215382
0.588124194368,	1.203320954
0.593195634986,	1.21825853
0.600706936215,	1.240411099
0.605764871431,	1.255345906
0.608530822144,	1.263518695
0.612028031433,	1.273857589
0.614759261479,	1.281935997
0.617457685184,	1.289920652
0.619970861917,	1.297359967
0.622501425263,	1.304853362
0.625769042725,	1.314532979
0.629131197998,	1.324496735
0.632217449699,	1.33364627
0.634842550858,	1.341431087
0.638075447652,	1.351021187
0.641069075868,	1.359904125
