x,y
-0.0197330046134,-0.041198851158
0.0212717831401,-0.0335360435621
0.0453259609696,-0.0267284348269
0.0694738356124,-0.0202434093424
0.093380715521,-0.0129509422871
0.117541937878,-0.00652578650972
0.127143400538,0.0165591825071
0.134851382128,0.0403364266079
0.138929323688,0.0650036858053
0.141334457207,0.0898897425935
0.14384763394,0.11476006428
0.14493668515,0.139738490146
0.144726830416,0.164737824307
0.143605897735,0.189712618096
0.141216635752,0.214596290628
0.137946977588,0.239381995118
0.132898877637,0.263869515848
0.138143921588,0.288311634214
0.14184950744,0.31303588059
0.145043802355,0.33782907316
0.146868098479,0.362761104237
0.146357138572,0.387757398183
0.144687964587,0.412698943052
0.149064939308,0.437317135183
0.152488826051,0.462076890662
0.154980787518,0.48695306045
0.156403697681,0.511913206141
0.163484950632,0.535894818387
0.171343353403,0.559625330245
0.178677222647,0.583523259883
0.183185370172,0.608114073274
0.19538133329,0.629941266494
0.207494402235,0.651805357517
0.221472732512,0.672537185616
0.236884203832,0.692218992134
0.253766892448,0.71065766255
0.271787254784,0.727987282677
0.291356533318,0.743546635538
0.310958513068,0.75906536707
0.330477756333,0.774678899225
0.347296904279,0.793173715822
0.364957342982,0.810872966816
0.386495248008,0.823566538007
0.402985154088,0.8423575578
0.42232743843,0.858195464431
0.440948223992,0.874874933033
0.45868757053,0.892490974481
0.475982237498,0.910538641077
0.489658073901,0.931466233897
0.506121021739,0.950280488406
0.520785161927,0.970531781976
0.530186115575,0.993698361589
0.543253083014,1.01500977399
0.553970719237,1.03759566549
0.559995037583,1.06185809169
0.568769367717,1.08526764133
0.57621702315,1.10913244925
0.581136075699,1.1336468694
0.586824778455,1.15799127413
0.594596405841,1.18175097393
0.599841449792,1.20619309229
0.603161174535,1.23097629274
0.606928491857,1.25568879035
0.609846883201,1.28051940635
0.612726672665,1.30535012747
0.615392290028,1.33020652325
0.61806370293,1.35506483337
0.621533901416,1.37982060251
0.62509092785,1.40456648465
0.628364340849,1.42935367143
0.631122581699,1.45420209454
0.633834510805,1.47905450399
0.636961278712,1.503857531
0.640034025012,1.52866842556
0.642940825279,1.5534952129
0.645865012162,1.57832774323
0.649065102615,1.60312285012
0.652251687666,1.6279199239
0.655420886103,1.65271125471
0.658526438745,1.67752012982
0.661645496788,1.70232703804
0.664940125052,1.72710837672
0.668227043454,1.75189359661
0.671461854573,1.77668088852
0.674715966633,1.80146812786
0.677929562488,1.82626126787
0.6813110187,1.85103271955
0.684694389238,1.87579837569
0.688048834648,1.90057376115
0.69141098992,1.92534526539
0.694871564217,1.95011071129
0.698335967165,1.9748645661
0.701765649446,1.99962623591
0.705214632667,2.02438785315
0.708642400623,2.04915531849
0.708644856227,2.07415407447
0.70747373059,2.09912514473
0.707250370454,2.12412644578
0.708536259713,2.14909275494
0.710696329115,2.17400071031
0.713769075415,2.19881160487
0.720040267079,2.22300773507
0.72572705551,2.24735793534
0.731220939667,2.27174726311
0.740151433957,2.29509269389
0.747340677559,2.3190392701
0.754196272457,2.34308133024
0.760712423114,2.36721695999
0.769326707877,2.39068291862
0.777069410134,2.41445234773
0.782071409419,2.43894917101
0.79178469138,2.46198751291
0.800346921425,2.4854748445
0.806791716423,2.50963189976
0.81300505783,2.53384748859
0.819976353243,2.55785063148
0.826097123726,2.58209349393
0.831120338276,2.60658446911
0.83874154448,2.63039090115
0.844939466161,2.65461425241
0.848328632237,2.67938182287
0.850562024185,2.70428185812
0.856902657183,2.72846235835
0.861788903391,2.75297879795
0.865230176748,2.77774429641
